sim|population|distance|rating|states|counties|wfos|hospitals|hospitalbeds|mobileparks|mobilehomes|psubstations|plines|slon|slat|elon|elat
7587|96|0.1905|0|MN|27105|FSD|0|0|0|0|1|5|-95.582|43.6967|-95.5806|43.6993
7588|4592|0.9037|1|MN|27141|MPX|0|0|0|0|0|0|-93.5199|45.4452|-93.5045|45.4526
7590|176|0.4669|0|MN|27025|DLH|0|0|0|0|0|0|-92.826|45.6839|-92.818|45.6877
7592|2544|0.7805|0|MN|27003|MPX|0|0|0|0|0|0|-93.2734|45.3763|-93.26|45.3826
7592|496|1.2965|0|MN|27025|MPX|0|0|0|0|0|0|-92.6341|45.501|-92.6103|45.5096
7594|656|0.9845|0|MN|27171|MPX|0|0|0|0|0|0|-95.166|44.1868|-95.1478|44.1925
7594|448|4.9059|1|MN|27013|MPX|0|0|0|0|0|0|-93.1672|44.3657|-93.115|44.4261
7601|32|0.8797|0|MN|27043|MPX|0|0|0|0|0|0|-93.8408|43.824|-93.8284|43.8331
7601|80|5.1779|1|MN|27173|MPX|0|0|0|0|0|0|-95.7104|44.6889|-95.6416|44.7457
7606|32|0.0773|0|IA|19063|DMX|0|0|0|0|0|0|-94.4866|43.4625|-94.4853|43.4631
7610|48|2.3464|0|IA|19189|MPX|0|0|0|0|0|0|-93.5623|43.5457|-93.5194|43.5594
7611|160|3.6156|1|MN|27099|ARX|0|0|0|0|0|0|-92.618|43.8429|-92.587|43.8902
7611|144|2.869|2|MN|27145|MPX|0|0|0|0|0|0|-94.9599|45.6717|-94.9277|45.7067
7613|64|0.0202|0|MN|27043|MPX|0|0|0|0|0|0|-93.8926|43.7593|-93.8923|43.7595
7613|2288|20.7193|2|MN|27041,27121|MPX|0|0|0|0|2|2|-95.4618|45.6262|-95.1773|45.8509
7615|352|1.9324|2|MN|27131|MPX|0|0|0|0|0|0|-93.8668|45.1847|-93.8497|45.2099
7618|80|1.4771|0|MN|27091|MPX|0|0|0|0|0|0|-94.7789|43.8372|-94.7523|43.8466
7621|80|3.2312|1|MN|27015|MPX|0|0|0|0|0|0|-94.4275|46.009|-94.3789|46.0413
7622|736|4.308|1|MN,WI|27049,55093|MPX|0|0|0|0|0|0|-93.7182|43.9943|-93.6597|44.0403
7622|224|2.1673|1|MN|27079|MPX|0|0|0|0|0|0|-93.5731|44.3105|-93.5495|44.337
7624|80|3.869|1|MN|27101,27127|MPX|0|0|0|0|0|0|-95.5117|44.2547|-95.4463|44.2854
7624|96|0.9106|0|MN|27121|MPX|0|0|0|0|0|0|-95.6515|45.5353|-95.6396|45.5455
7627|304|0.2148|1|MN|27103|MPX|0|0|0|0|0|0|-94.1532|43.6458|-94.1508|43.6484
7627|1168|2.5104|1|MN,WI|27163,55109|MPX|0|0|0|0|0|0|-92.7137|45.2252|-92.6661|45.2392
7627|1376|7.2742|2|MN|27067,27093|MPX|0|0|0|0|1|1|-94.784|45.1185|-94.6488|45.1631
7627|304|0.6623|1|MN|27127|MPX|0|0|0|0|0|0|-95.326|44.4668|-95.3141|44.4713
7627|64|2.9204|1|MN|27073|MPX|0|0|0|0|0|0|-95.9691|45.0888|-95.9306|45.1212
7627|464|0.7836|1|IA|19063|DMX|0|0|0|0|0|0|-95.4958|45.123|-95.4822|45.1291
7627|304|7.9183|2|MN|27013|MPX|0|0|0|0|0|0|-93.9552|44.0119|-93.8616|44.1047
7627|80|0.4561|0|MN|27145|MPX|0|0|0|0|0|0|-94.6803|45.4669|-94.6741|45.4718
7627|48|1.5123|0|MN|27127|MPX|0|0|0|0|0|0|-94.9901|44.3626|-94.9631|44.3729
7627|80|2.4044|1|IA,MN|19189,27043|MPX|0|0|0|0|0|0|-93.9002|43.547|-93.8663|43.5716
7627|64|1.1102|2|MN|27043|MPX|1|64|0|0|0|0|-94.0688|43.6135|-94.049|43.6209
7627|240|1.0709|2|MN|27147|MPX|0|0|0|0|0|0|-93.3082|43.9465|-93.2928|43.9573
7627|624|2.0655|0|MN|27145|MPX|0|0|0|0|0|0|-94.677|45.374|-94.6521|45.3983
7627|64|0.6943|2|MN|27165|MPX|0|0|0|0|0|0|-94.4852|43.9788|-94.4716|43.9812
7627|176|0.356|0|MN|27151|MPX|0|0|0|0|0|0|-95.6537|45.4463|-95.6472|45.4488
7631|2224|2.3627|0|MN|27033,27165|MPX|0|0|0|0|0|0|-94.8328|43.9937|-94.7873|44.0034
7631|496|1.0143|1|MN|27153|MPX|0|0|0|0|0|0|-95.0078|45.9764|-94.9926|45.9866
7631|11456|3.5101|1|MN|27053|MPX|0|0|0|0|0|0|-93.6527|44.9533|-93.5897|44.9776
7632|624|4.3718|1|MN|27081|FSD|0|0|0|0|0|0|-96.158|44.4972|-96.0981|44.5439
7632|48|0.3934|0|IA|19109|DMX|0|0|0|0|0|0|-93.1327|45.8791|-93.1259|45.8823
7632|64|0.2632|0|MN|27013|MPX|0|0|0|0|0|0|-94.5354|44.0747|-94.5315|44.0773
7633|64|0.0432|0|MN|27165|MPX|0|0|0|0|0|0|-94.4815|44.0365|-94.4807|44.0368
7639|80|0.0174|0|MN|27073|MPX|0|0|0|0|0|0|-96.1133|45.1975|-96.113|45.1976
7649|304|0.3517|1|MN|27131|MPX|0|0|0|0|0|0|-93.1085|44.4127|-93.1039|44.4166
7653|352|3.4405|2|MN|27079|MPX|0|0|0|0|0|0|-94.7936|45.0383|-94.7443|45.0739
7653|80|1.3136|0|MN|27067|MPX|0|0|0|0|0|0|-95.0286|45.0054|-95.0184|45.023
7654|336|0.5798|1|MN|27139|MPX|0|0|1|25|1|0|-93.6312|44.6613|-93.6211|44.6655
7654|240|0.3102|1|MN|27043|MPX|0|0|0|0|0|0|-93.857|43.6437|-93.8517|43.646
7657|544|0.6357|1|IA|19109|DMX|0|0|0|0|0|0|-93.9805|43.2777|-93.9687|43.281
7659|3568|0.0109|0|MN|27079|MPX|0|0|0|0|0|0|-95.2226|44.5784|-95.2224|44.5785
7664|640|23.3629|3|MN|27033|FSD,MPX|0|0|0|0|0|0|-95.3216|43.9293|-95.0798|44.2194
7664|80|0.2179|0|MN|27067|MPX|0|0|0|0|2|5|-93.9797|43.6697|-93.9763|43.6717
7665|464|2.4773|1|MN|27157|ARX|0|0|0|0|0|0|-92.3719|44.3425|-92.344|44.3723
7667|544|1.1359|0|MN|27171|MPX|0|0|0|0|0|0|-93.9874|45.1661|-93.9706|45.1775
7667|160|0.1989|1|MN|27105|FSD|0|0|0|0|0|0|-95.6176|43.7475|-95.6141|43.749
7667|672|1.7316|0|MN|27059|MPX|0|0|0|0|0|0|-94.2727|45.8811|-94.2577|45.9039
7667|3888|0.4918|0|MN|27157|MPX|0|0|0|0|0|0|-92.2058|44.458|-92.1968|44.461
7667|64|0.2412|0|MN|27049|MPX|0|0|0|0|0|0|-92.8165|44.2746|-92.8143|44.2777
7668|336|0.7427|1|MN|27171|MPX|0|0|2|50|0|0|-93.9571|45.0475|-93.9441|45.053
7668|2000|1.7139|0|MN|27037|MPX|0|0|0|0|0|0|-93.0951|44.6119|-93.0779|44.6335
7668|80|3.3308|1|MN|27063,27091|MPX|0|0|0|0|0|0|-94.8414|43.7585|-94.7886|43.788
7668|128|1.9569|0|MN|27015|MPX|0|0|0|0|0|0|-94.7744|44.2151|-94.7449|44.2339
7668|5280|7.9605|1|IA|19063|DMX,MPX|1|25|0|0|1|1|-94.8469|43.426|-94.7119|43.4866
7668|496|0.5617|0|MN|27099|ARX|0|0|0|0|0|0|-92.7518|43.6744|-92.7451|43.6809
7668|160|2.2217|0|MN|27015|MPX|0|0|0|0|1|2|-94.7839|44.2927|-94.7398|44.299
7672|12048|7.217|1|MN|27003,27163|MPX|0|0|1|125|1|2|-92.9505|45.1537|-92.8497|45.2303
7672|2160|2.5785|1|MN|27039,27147|ARX|0|0|0|0|0|0|-92.9924|43.9261|-92.9609|43.9557
7674|1072|0.5308|0|MN|27039|ARX|0|0|0|0|0|0|-92.7937|44.9125|-92.7875|44.9188
7674|64|0.2723|0|MN|27165|MPX|0|0|0|0|0|0|-94.4493|44.1278|-94.4451|44.1303
7674|80|3.1516|1|MN|27043|MPX|0|0|0|0|0|0|-93.8418|43.8429|-93.7841|43.8616
7674|27696|2.669|0|MN|27053|MPX|0|0|0|0|0|0|-92.6033|44.5873|-92.577|44.621
7679|304|0.1266|0|WI|55093|MPX|0|0|0|0|0|0|-92.4032|44.8002|-92.4023|44.8019
7679|304|0.7112|0|MN|27131|MPX|0|0|0|0|0|0|-93.1123|44.4094|-93.1031|44.4173
7679|64|0.0906|0|MN|27165|MPX|0|0|0|0|0|0|-94.4204|44.1|-94.4186|44.1003
7681|48|0.1787|0|MN|27127|MPX|0|0|0|0|0|0|-95.5348|44.3904|-95.5313|44.3911
7682|31312|0.8159|1|MN|27019,27139|MPX|0|0|0|0|2|7|-93.4806|44.8499|-93.4662|44.8558
7682|34944|0.877|0|MN|27123,27163|MPX|0|0|0|0|0|0|-92.9608|45.0947|-92.9429|45.0959
7682|192|0.9089|0|IA|19109|DMX|0|0|0|0|0|0|-94.1148|43.4413|-94.0976|43.4454
7682|48|1.5507|0|MN|27091|MPX|0|0|0|0|1|0|-94.6177|43.6748|-94.5877|43.6806
7682|224|0.941|0|MN|27047,27161|MPX|0|0|0|0|0|0|-93.3875|43.9004|-93.3721|43.9084
7683|128|7.1201|1|MN|27093,27129|MPX|0|0|0|0|0|0|-93.6962|45.5851|-93.55|45.5972
7689|1632|1.7084|0|MN|27037|MPX|0|0|0|0|2|0|-92.9119|44.7547|-92.8867|44.7717
7691|160|0.7141|0|MN|27013|MPX|0|0|0|0|0|0|-93.7774|44.17|-93.7674|44.1774
7691|144|0.2046|0|MN|27067|MPX|0|0|0|0|0|0|-95.0002|45.0998|-94.9964|45.1011
7691|64|3.0999|1|MN|27129|MPX|0|0|0|0|0|0|-95.0704|44.899|-95.0161|44.9222
7691|9520|0.0514|0|MN|27003|MPX|0|0|0|0|2|4|-93.3526|45.2825|-93.3518|45.2829
7695|192|1.5477|0|MN|27173|MPX|0|0|0|0|1|0|-96.2013|44.761|-96.1794|44.7772
7696|848|3.7624|1|MN|27023,27151|MPX|0|0|0|0|1|2|-95.344|45.1982|-95.2805|45.2292
7696|800|1.1758|1|MN|27059|MPX|0|0|0|0|0|0|-93.0623|45.5697|-93.0455|45.582
7704|3456|5.4635|1|MN|27079|MPX|0|0|0|0|0|0|-93.543|44.4684|-93.478|44.5325
7705|48|0.3328|0|MN|27127|MPX|0|0|0|0|0|0|-95.1347|44.4286|-95.1309|44.4326
7705|4896|5.9528|1|WI|55109|MPX|0|0|0|0|0|0|-92.6053|44.9777|-92.5234|45.0415
7706|128|0.2379|1|MN|27091|MPX|0|0|0|0|0|0|-94.1811|43.7767|-94.1771|43.7785
7711|464|0.0675|1|MN|27131|MPX|0|0|0|0|0|0|-92.9841|44.3829|-92.9829|44.3835
7711|128|1.3565|0|MN|27099|ARX|0|0|0|0|0|0|-92.9493|43.8385|-92.9294|43.8519
7711|16704|0.6085|0|MN|27037|MPX|0|0|1|75|0|0|-92.8381|44.7953|-92.8285|44.8009
7711|320|4.195|1|MN|27151|MPX|0|0|0|0|0|0|-93.156|44.0561|-93.1009|44.1022
7711|272|0.7129|0|MN|27131|MPX|0|0|0|0|0|0|-93.4086|44.3681|-93.3989|44.3757
7711|2704|0.4984|1|MN|27163|MPX|0|0|0|0|2|4|-92.8742|45.0369|-92.8684|45.0428
7711|2000|2.1458|1|MN|27049|ARX,MPX|0|0|1|25|1|1|-92.6198|44.2495|-92.5786|44.2591
7711|2544|0.9077|1|MN|27171|MPX|0|0|0|0|0|0|-93.9909|45.1033|-93.978|45.1127
7711|192|0.8725|0|MN|27103|MPX|0|0|0|0|0|0|-94.2498|44.7951|-94.2367|44.8036
7711|64|5.0135|1|MN|27081|FSD,MPX|0|0|0|0|0|0|-96.1946|44.5772|-96.1011|44.6061
7719|272|0.1185|0|MN|27153|MPX|0|0|0|0|0|0|-94.8386|46.0254|-94.8367|46.0265
7720|160|8.366|1|MN|27033|FSD,MPX|0|0|0|0|0|0|-95.1867|44.0343|-95.0415|44.0957
7727|3520|7.6126|1|MN|27163|MPX|0|0|0|0|1|1|-92.8531|45.1044|-92.7219|45.1643
7727|784|2.8965|0|MN|27097|MPX|0|0|0|0|0|0|-94.2837|45.8805|-94.2473|45.9139
7734|448|13.9514|1|MN|27083,27173|FSD,MPX|0|0|1|25|0|0|-95.7952|44.5442|-95.6068|44.6952
7736|384|2.0442|0|MN|27013|MPX|0|0|0|0|0|0|-94.1532|43.983|-94.1224|44.0026
7740|22384|0.2893|0|MN|27139|MPX|0|0|0|0|0|0|-93.4471|44.8448|-93.4447|44.8486
7745|48|0.0815|2|MN|27129|MPX|0|0|0|0|0|0|-94.7529|44.8609|-94.7518|44.8618
7745|3808|7.1862|1|MN|27171|MPX|0|0|0|0|1|6|-93.8903|45.0925|-93.7843|45.1647
7749|112|2.0854|0|MN|27043|MPX|0|0|0|0|0|0|-94.0009|43.8247|-93.9671|43.8425
7750|800|1.9984|1|MN|27059|MPX|0|0|0|0|0|0|-93.0881|45.5691|-93.05|45.5804
7750|48|0.468|0|MN|27073|MPX|0|0|0|0|1|1|-95.8894|44.9968|-95.8842|45.0025
7751|96|2.5439|1|MN|27105|FSD|0|0|0|0|1|5|-94.6158|44.9435|-94.5643|44.949
7751|80|1.7297|1|MN|27161|MPX|0|0|0|0|0|0|-92.9979|43.8761|-92.9762|43.8956
7751|480|0.8917|0|MN|27023|MPX|0|0|0|0|0|0|-95.3669|44.9676|-95.3526|44.9756
7752|576|1.3072|1|MN|27013|MPX|0|0|1|25|0|0|-92.3523|45.0315|-92.3273|45.0383
7752|128|1.3516|0|MN|27047|MPX|0|0|0|0|0|0|-93.3184|43.6257|-93.2992|43.6395
7766|64|0.6015|0|IA|19063|DMX|0|0|0|0|0|0|-94.6746|43.4551|-94.6654|43.4607
7766|880|1.35|1|WI|55095|MPX|0|0|0|0|0|0|-95.6936|45.597|-95.6692|45.6064
7769|80|0.738|1|MN|27083|FSD|0|0|0|0|0|0|-95.6118|44.4982|-95.6049|44.5077
7769|48|0.84|0|MN|27129|MPX|0|0|0|0|0|0|-94.8386|44.6784|-94.831|44.6893
7769|528|5.3851|1|MN|27147|MPX|0|0|0|0|0|0|-93.2878|44.1572|-93.1918|44.1936
7769|2000|2.5116|0|MN|27049|MPX|0|0|0|0|0|0|-92.9117|44.3005|-92.8694|44.3206
7769|48|0.3875|0|MN|27063|FSD|0|0|0|0|0|0|-95.3202|43.7833|-95.3131|43.7856
7769|144|1.5514|0|MN|27063|FSD|0|0|0|0|0|0|-95.1094|43.7711|-95.0855|43.7855
7769|768|1.3289|1|MN|27019,27171|MPX|0|0|0|0|2|4|-93.93|45.0249|-93.9044|45.0315
7769|304|2.2489|1|MN|27013|MPX|0|0|1|125|1|1|-94.1226|44.1855|-94.0845|44.2033
7769|80|0.4288|0|MN|27015|MPX|0|0|0|0|0|0|-94.2974|44.1756|-94.289|44.1771
7769|80|9.2321|3|MN|27143|MPX|0|0|1|75|0|0|-93.7557|44.8041|-93.6472|44.9134
7770|144|1.7227|1|MN|27013,27165|MPX|0|0|0|0|0|0|-94.3088|43.9887|-94.2821|44.0046
7770|48|0.1965|0|MN|27043|MPX|0|0|0|0|0|0|-93.7695|43.794|-93.7665|43.7958
7772|128|3.844|1|MN|27127|MPX|0|0|0|0|0|0|-94.8955|44.4654|-94.8222|44.4843
7772|128|2.3622|1|IA,MN|19059,27063|FSD|0|0|0|0|0|0|-94.9878|43.5217|-94.956|43.547
7773|176|1.0819|2|MN|27161|MPX|0|0|0|0|3|7|-93.4853|44.2271|-93.4691|44.2376
7774|3216|8.6284|2|MN|27053|MPX|0|0|0|0|0|0|-93.4678|44.9906|-93.357|45.0879
7775|48|0.6349|0|MN|27101|FSD|0|0|0|0|0|0|-95.6363|43.9304|-95.6259|43.9357
7775|21472|31.4203|3|MN|27013,27103,27165|MPX|1|183|2|150|4|7|-94.426|44.0445|-93.8946|44.2925
7776|272|3.3765|0|MN|27173|MPX|0|0|0|0|0|0|-95.5152|44.7453|-95.4713|44.7829
7778|64|1.9863|0|MN|27091|MPX|0|0|0|0|0|0|-93.7547|45.2011|-93.7187|45.2146
7778|1328|1.5588|1|MN|27067|MPX|0|0|0|0|0|0|-94.7318|45.191|-94.7046|45.2029
7778|672|4.1542|1|MN|27131|MPX|0|0|0|0|0|0|-93.283|44.4135|-93.2042|44.4348
7778|256|0.2572|0|MN|27145|MPX|0|0|0|0|0|0|-94.2644|45.4894|-94.2592|45.4902
7778|464|0.9386|1|MN|27127|MPX|0|0|0|0|0|0|-95.2491|44.649|-95.2336|44.657
7779|288|3.2315|0|MN|27101|FSD|0|0|0|0|0|0|-95.7003|44.1743|-95.64|44.192
7780|64|1.3016|0|MN|27043|MPX|0|0|0|0|0|0|-93.8847|43.6564|-93.8686|43.6712
7782|48|1.6255|1|MN|27127|MPX|0|0|0|0|0|0|-94.8638|44.5225|-94.8378|44.537
7784|2096|0.4734|2|MN|27059,27065|MPX|1|49|1|75|1|2|-93.1183|45.3288|-93.1089|45.3305
7785|25600|0.7715|0|MN|27019,27053|MPX|0|0|0|0|1|2|-94.6851|44.0373|-94.6733|44.0446
7785|624|7.2909|1|MN|27145|MPX|0|0|0|0|0|0|-94.7146|45.4733|-94.6094|45.5488
7786|144|0.3661|0|MN|27079|MPX|0|0|0|0|0|0|-93.7804|44.4599|-93.7746|44.4632
7788|240|2.0118|1|MN|27099|ARX|0|0|0|0|0|0|-92.8231|43.7541|-92.783|43.7517
7789|944|11.1604|2|MN|27145,27153|MPX|0|0|1|25|0|0|-94.8564|45.776|-94.7097|45.9011
7790|240|1.9536|1|MN|27145|MPX|0|0|0|0|0|0|-94.7525|45.625|-94.7175|45.6392
7791|336|0.8333|2|MN|27019|MPX|0|0|0|0|0|0|-93.6325|44.8468|-93.6172|44.8521
7791|992|2.0145|0|MN|27147|MPX|0|0|0|0|1|2|-92.6424|44.4975|-92.6082|44.5135
7791|176|1.3307|0|MN|27049|MPX|0|0|1|25|6|14|-92.9374|44.5179|-92.9194|44.5322
7792|64|0.2666|0|MN|27013|MPX|0|0|0|0|0|0|-93.7818|44.0308|-93.7776|44.0332
7793|64|6.875|1|MN|27129|MPX|0|0|0|0|0|0|-96.013|45.3736|-95.9403|45.4591
7797|1536|14.3426|1|MN|27013|MPX|0|0|4|150|3|8|-94.1489|44.0463|-93.8861|44.1326
7797|48|0.7287|0|MN|27173|MPX|0|0|0|0|1|0|-95.6927|44.9262|-95.6785|44.9294
7798|64|1.1637|3|MN|27127|MPX|0|0|0|0|0|0|-93.4968|44.9308|-93.478|44.9412
7798|352|0.0658|2|MN|27121|MPX|0|0|0|0|0|0|-95.467|45.7325|-95.4659|45.7331
7798|128|6.8917|1|MN|27083,27127|MPX|0|0|0|0|0|0|-95.5598|44.3672|-95.4269|44.3978
7815|112|4.5022|1|MN|27151|MPX|0|0|0|0|0|0|-95.5028|45.2368|-95.4442|45.2872
7815|512|15.997|2|MN|27043|MPX|0|0|0|0|0|0|-93.9579|43.6504|-93.6717|43.7543
7821|160|1.3547|1|MN|27083|FSD|0|0|0|0|0|0|-95.7373|44.5197|-95.7104|44.5238
7825|48|0.1296|1|MN|27073|MPX|0|0|0|0|0|0|-96.1441|45.1338|-96.142|45.1349
7828|16|0.8698|0|MN|27073|MPX|0|0|0|0|0|0|-93.8617|45.7528|-93.8494|45.762
7828|1392|0.8114|0|MN|27161|MPX|0|0|0|0|1|1|-93.4614|43.9076|-93.4462|43.9119
7828|224|4.7669|4|WI|55093|MPX|0|0|0|0|0|0|-94.4531|45.1471|-94.4145|45.2105
7830|640|3.4594|2|MN|27153|MPX|0|0|0|0|0|0|-95.2975|44.9588|-95.2568|44.9997
7835|3152|0.7489|2|MN|27003|MPX|0|0|0|0|1|2|-92.9682|45.2856|-92.953|45.2873
7841|672|0.139|0|MN|27171|MPX|0|0|0|0|0|0|-93.791|45.0258|-93.7885|45.0268
7844|2480|0.9323|0|MN|27015|MPX|0|0|0|0|0|0|-94.6695|44.3181|-94.6552|44.3269
7844|608|1.1894|3|MN|27037|MPX|0|0|0|0|0|0|-92.8398|44.6822|-92.8262|44.6964
7844|32|0.0546|0|MN|27063|FSD|0|0|0|0|0|0|-95.3428|43.767|-95.3421|43.7676
7852|64|1.1729|1|MN|27043|MPX|0|0|0|0|0|0|-93.7142|43.7986|-93.6917|43.7936
7854|23840|2.8442|1|MN|27003|MPX|0|0|0|0|1|2|-93.1584|45.1906|-93.1209|45.2222
7856|2560|4.3091|1|MN|27171|MPX|0|0|0|0|2|5|-94.6098|44.4312|-94.5493|44.4762
7856|592|0.249|0|MN|27139|MPX|0|0|0|0|0|0|-95.9397|43.9578|-95.9351|43.9592
7856|576|8.4826|1|MN|27121|MPX|0|0|0|0|0|0|-95.411|45.6683|-95.289|45.7567
7861|176|0.007|0|MN|27097|MPX|0|0|0|0|0|0|-93.9427|45.9118|-93.9426|45.9118
7861|32528|3.3785|0|MN|27019,27053|MPX|0|0|0|0|1|0|-95.1324|43.963|-95.0728|43.9864
7861|800|0.5232|1|MN|27015|MPX|0|0|0|0|1|2|-94.4166|44.3312|-94.4074|44.3349
7861|48|0.709|0|MN|27151|MPX|0|0|0|0|0|0|-95.3838|45.2461|-95.372|45.2521
7861|3408|2.1609|2|MN|27139|MPX|1|165|3|325|5|9|-93.2787|44.7185|-93.2564|44.7454
7869|96|4.5442|0|MN|27129|MPX|0|0|0|0|0|0|-94.8944|44.6961|-94.8314|44.7443
7876|464|0.1459|0|MN|27091|MPX|1|119|0|0|0|0|-94.419|43.6129|-94.4175|43.6148
7884|256|1.696|0|MN|27131|MPX|0|0|0|0|1|3|-93.2257|44.3809|-93.1996|44.3969
7888|128|3.4311|4|MN|27013|MPX|0|0|0|0|0|0|-94.2614|43.97|-94.2191|44.0092
7888|16|0.4172|1|MN|27033|FSD|0|0|0|0|0|0|-95.1904|43.9521|-95.1825|43.9542
7894|368|1.9947|0|IA|19059,19063|DMX|0|0|0|0|0|0|-94.913|43.3142|-94.8807|43.3309
7894|32|0.7705|0|MN|27063|FSD|0|0|0|0|0|0|-95.3265|43.7524|-95.3131|43.758
7895|112|0.888|0|MN|27009|MPX|0|0|0|0|0|0|-94.0107|45.8719|-93.9931|45.8756
7897|352|3.7353|2|MN|27127,27129|MPX|0|0|0|0|0|0|-94.9768|44.5705|-94.9152|44.6021
7899|64|0.7604|2|MN|27091|MPX|0|0|0|0|0|0|-94.6645|43.8385|-94.6523|43.8451
7899|128|4.7204|2|MN|27165|MPX|0|0|0|0|0|0|-94.6854|44.0389|-94.6136|44.0837
7899|368|1.6743|1|MN|27049|MPX|0|0|0|0|0|0|-92.4208|44.5321|-92.3961|44.5488
7899|1056|8.3871|2|WI|55093|MPX|0|0|0|0|0|0|-92.3367|44.7934|-92.2408|44.8939
7899|2576|5.0675|2|WI|55109|MPX|1|124|2|50|1|0|-92.5963|45.0566|-92.5173|45.1042
7900|1168|3.488|0|WI|55109|MPX|0|0|0|0|0|0|-92.5335|44.9642|-92.4699|44.9871
7901|1696|0.7795|0|MN|27147|MPX|0|0|0|0|0|0|-93.1471|44.2341|-93.1351|44.2414
7903|80|1.2137|1|MN|27105|FSD|0|0|0|0|1|2|-95.1613|44.3395|-95.1464|44.3535
7904|128|2.0569|1|MN|27015|MPX|0|0|0|0|0|0|-94.726|44.224|-94.6909|44.24
7904|144|0.8097|0|MN|27047|MPX|0|0|0|0|0|0|-93.1414|43.6865|-93.1279|43.693
7907|384|2.8987|1|MN|27079|MPX|0|0|0|0|0|0|-93.6059|44.2875|-93.5503|44.3009
7911|48|0.3973|0|MN|27173|MPX|0|0|0|0|0|0|-95.3881|44.743|-95.3822|44.747
7911|16|0.1016|1|MN|27151|MPX|0|0|0|0|0|0|-95.7519|45.4023|-95.7503|45.4032
7916|64|2.1828|1|MN|27121|MPX|0|0|0|0|1|0|-95.168|45.4912|-95.1425|45.5172
7916|352|4.6938|1|MN|27049|MPX|0|0|0|0|0|0|-93.8615|43.2705|-93.7774|43.2998
7917|128|0.7896|2|MN|27067|MPX|0|0|0|0|0|0|-95.0955|45.024|-95.084|45.0321
7923|32|1.675|1|MN|27033|FSD|0|0|0|0|0|0|-95.2327|44.1498|-95.2077|44.1661
7925|64|0.344|0|MN|27091|MPX|0|0|0|0|0|0|-94.5499|43.6313|-94.5438|43.6337
7928|144|1.9217|0|MN|27173|MPX|0|0|0|0|0|0|-95.6795|44.7837|-95.6477|44.7999
7929|320|0.0989|0|MN|27037|MPX|0|0|0|0|0|0|-92.9859|44.6606|-92.9845|44.6617
7936|160|2.6578|1|MN|27083|FSD|0|0|0|0|0|0|-95.7531|44.5189|-95.7105|44.5426
7937|112|6.1501|2|MN|27147|MPX|0|0|0|0|0|0|-94.9097|45.5721|-94.8358|45.6446
7938|2256|3.6242|1|MN|27083,27127|MPX|0|0|0|0|0|0|-95.574|44.2675|-95.5262|44.3073
7938|48|0.0812|0|MN|27173|MPX|0|0|0|0|0|0|-95.3731|44.7165|-95.3721|44.7174
7940|64|1.5941|0|IA|19189|DMX|0|0|0|0|0|0|-93.813|43.3416|-93.7894|43.357
7941|64|0.2812|1|MN|27015|MPX|0|0|0|0|0|0|-94.7246|44.4169|-94.7215|44.4204
7943|1168|3.2532|3|MN|27049|MPX|0|0|0|0|0|0|-92.7711|44.3083|-92.7713|44.3554
7948|240|0.9167|0|MN|27171|MPX|0|0|1|25|4|9|-93.9983|45.2153|-93.9838|45.2237
7950|864|1.6752|1|MN|27145|MPX|0|0|0|0|0|0|-95.4622|44.7741|-95.4306|44.7834
7950|1632|0.6528|1|MN|27003|MPX|0|0|0|0|0|0|-94.4142|43.4548|-94.4057|43.462
7950|1664|1.2783|3|MN|27073|MPX|1|255|0|0|0|0|-92.4772|44.4577|-92.4656|44.4743
7950|208|0.5575|0|WI|55109|MPX|0|0|0|0|0|0|-92.242|45.0968|-92.2322|45.1009
7950|80|1.8345|1|MN|27151|MPX|0|0|0|0|0|0|-95.3975|45.2295|-95.3677|45.2458
7954|20704|1.0156|1|MN|27163|MPX|0|0|0|0|0|0|-92.8947|45.0993|-92.877|45.107
7954|27216|2.4801|1|MN|27003|MPX|0|0|0|0|0|0|-95.7974|44.5068|-95.7549|44.526
7961|5536|3.4591|1|MN|27053|MPX|0|0|1|75|1|0|-93.7126|45.0963|-93.6616|45.1311
7961|2368|2.3076|1|WI|55109|MPX|0|0|0|0|0|0|-92.4822|45.0397|-92.4527|45.0658
7965|192|11.8691|3|IA|19109,19147|DMX|0|0|0|0|0|0|-94.5164|43.253|-94.2886|43.2978
7966|352|3.9759|1|MN|27093|MPX|0|0|0|0|0|0|-94.5472|45.0661|-94.4954|45.1106
7967|64|0.8504|0|MN|27145|MPX|0|0|0|0|0|0|-95.0149|45.5877|-95.0058|45.5983
7968|896|2.8114|1|MN|27013|MPX|0|0|1|75|0|0|-93.8879|44.1302|-93.8425|44.1546
7975|224|7.1694|0|MN|27015|MPX|0|0|0|0|0|0|-94.7807|44.2101|-94.6567|44.2636
7977|304|0.2365|0|MN|27009|MPX|0|0|0|0|0|0|-93.9314|45.6407|-93.9281|45.6432
7977|48|1.696|1|MN|27105|FSD|0|0|0|0|0|0|-95.574|43.7975|-95.5477|43.8131
7977|80|0.848|0|MN|27147|MPX|0|0|0|0|0|0|-93.0439|44.1626|-93.0321|44.1714
7984|1072|1.0441|1|MN|27039|ARX|0|0|0|0|0|0|-92.8195|44.05|-92.8024|44.0589
7984|64|1.8676|3|MN|27101|FSD,MPX|0|0|0|0|0|0|-95.4545|44.1681|-95.4271|44.1867
