sim,population,hospitals,mobilehomes,psubstations
789,0,0,0,0
790,0,0,0,0
791,1392,1,0,0
792,0,0,0,0
793,20048,1,325,1
794,0,0,0,0
795,80,0,0,0
796,25376,1,175,2
797,16,0,0,0
798,0,0,0,0
799,4880,0,0,0
800,1872,0,50,1
801,0,0,0,0
802,432,0,0,0
803,0,0,0,0
804,208,0,0,0
805,0,0,0,0
806,3264,0,0,1
807,160,0,0,0
808,32,1,325,3
809,0,0,0,0
810,0,0,0,0
811,0,0,0,0
812,384,1,0,0
813,64,0,0,0
814,432,0,0,0
815,0,0,0,0
816,2032,0,0,0
817,6048,0,0,1
818,16,0,0,0
819,176,0,0,0
820,16,0,0,0
821,32,0,0,0
822,1328,1,25,0
823,624,0,0,0
824,112,0,0,0
825,16,0,0,0
826,656,0,0,0
827,12160,0,0,1
828,10912,0,0,0
829,0,0,0,0
830,4336,0,25,0
831,0,0,0,0
832,160,0,0,0
833,960,0,0,2
834,944,0,25,2
835,400,0,0,0
836,48,0,0,0
837,928,0,0,0
838,8048,0,0,0
839,0,0,0,0
840,0,0,0,1
841,0,0,0,0
842,0,0,0,0
843,128,0,0,0
844,80,0,0,2
845,96,0,0,2
846,0,0,0,0
847,160,0,0,0
848,0,0,0,0
849,0,0,0,0
850,64,1,0,0
851,912,0,25,0
852,256,0,0,0
853,0,0,0,0
854,96,0,0,0
855,16,0,0,0
856,39680,2,175,2
857,4112,0,0,0
858,48,0,0,0
859,0,0,0,0
860,240,0,0,1
861,144,0,0,0
862,64,0,0,0
863,9312,0,150,0
864,48,0,0,0
865,992,0,125,4
866,416,0,0,0
867,16,0,0,0
868,0,0,0,0
869,0,0,0,0
870,1536,0,0,1
871,0,0,0,0
872,0,0,0,0
873,80,0,0,0
874,0,0,0,0
875,208,0,0,0
876,128,0,0,0
877,752,0,0,0
878,832,0,0,0
879,16,0,0,0
880,768,0,0,0
881,1216,0,0,0
882,816,0,0,0
883,624,0,0,1
884,496,0,0,0
885,48,0,0,0
886,144,0,0,0
887,48,0,0,0
888,496,1,0,0
889,544,0,0,1
890,16,0,0,0
891,720,0,25,1
892,0,0,0,0
893,240,0,0,1
894,0,0,0,0
895,3264,0,0,0
896,0,0,0,0
897,32,0,0,0
898,0,0,0,0
899,1056,0,0,1
900,48,0,0,0
901,1680,0,0,1
902,5888,0,150,0
903,0,0,0,0
904,416,0,0,0
905,7760,0,25,0
906,96,1,0,1
907,16,0,0,0
908,1232,0,0,1
909,0,0,0,0
910,16,0,0,0
911,0,0,0,0
912,0,0,0,0
913,176,0,0,1
914,0,0,0,0
915,112,0,0,1
916,384,0,0,0
917,0,0,0,0
918,448,0,0,0
919,192,0,0,0
920,7680,0,0,0
921,48,0,0,0
922,64,0,0,0
923,0,0,0,0
924,128,0,0,0
925,80,1,0,1
926,16,0,0,0
927,1168,0,0,0
928,16,0,0,0
929,96,0,0,0
930,112,0,0,0
931,48,0,0,0
932,0,0,0,0
933,0,0,0,0
934,80,0,0,0
935,480,0,0,0
936,192,0,0,2
937,112,0,0,1
938,480,0,25,1
939,384,0,0,0
940,0,0,0,0
941,0,0,0,0
942,784,0,0,1
943,288,0,0,0
944,112,0,0,0
945,560,1,0,0
946,0,0,0,0
947,112,0,0,0
948,96,0,0,0
949,944,1,175,5
950,64,0,0,0
951,64,0,0,1
952,80,0,0,0
953,176,0,0,0
954,688,0,0,0
955,32,0,0,0
956,576,0,0,0
957,2016,0,0,0
958,16,0,0,0
959,17216,0,200,2
960,0,0,0,0
961,96,0,0,0
962,48,0,0,0
963,64,0,0,0
964,0,0,0,0
965,1456,0,50,2
966,288,0,0,0
967,16,0,0,0
968,16,0,0,0
969,192,0,0,0
970,688,0,0,0
971,80,0,0,0
972,0,0,0,0
973,32,0,0,0
974,48,0,0,0
975,32,0,0,0
976,112,0,0,0
977,0,0,0,0
978,176,0,0,0
979,0,0,0,0
980,0,0,0,0
981,0,0,0,0
982,160,1,0,1
983,48,0,0,0
984,0,0,0,0
985,144,0,0,0
986,624,0,0,1
987,0,0,0,0
988,0,0,0,0
989,1184,0,0,0
990,176,0,0,0
991,0,0,0,0
992,5184,1,0,0
993,736,0,0,0
994,0,0,0,0
995,16,0,0,0
996,48,0,0,0
997,64,0,0,0
998,0,0,0,0
999,0,0,0,0
1000,336,0,0,0
1001,288,0,0,1
1002,1664,0,25,1
1003,208,0,0,0
1004,48,0,0,0
1005,176,0,0,0
1006,1008,1,25,0
1007,80,0,0,0
1008,48,0,0,0
1009,0,0,0,0
1010,1376,0,0,1
1011,0,0,0,0
1012,0,0,0,0
1013,736,0,0,0
1014,3344,0,0,2
1015,112,0,0,0
1016,336,0,0,0
1017,0,0,0,0
1018,64,0,0,0
1019,0,0,0,3
1020,16,0,0,0
1021,0,0,0,0
1022,0,0,0,0
1023,0,0,0,0
1024,0,0,0,0
1025,480,0,0,0
1026,1008,0,25,0
1027,8720,1,0,1
1028,96,0,0,0
1029,7056,0,0,0
1030,1456,0,0,0
1031,64,0,0,0
1032,48,0,0,0
1033,160,0,0,0
1034,1264,0,0,0
1035,112,0,0,0
1036,48,0,0,0
1037,96,0,0,0
1038,32,0,0,0
1039,16,0,0,0
1040,48,0,0,0
1041,0,0,0,0
1042,112,0,0,2
1043,32,0,0,0
1044,0,0,0,0
1045,9824,1,25,1
1046,240,0,0,0
1047,0,0,0,0
1048,64,0,0,0
1049,16,0,0,0
1050,48,0,0,0
1051,0,0,0,0
1052,2400,0,0,0
1053,16,0,0,2
1054,0,0,0,0
1055,32,0,0,0
1056,1136,0,0,1
1057,112,0,0,0
1058,0,0,0,0
1059,1504,0,0,0
1060,48,0,0,0
1061,304,0,0,0
1062,80,0,0,0
1063,48,0,0,0
1064,48,0,0,0
1065,400,0,0,1
1066,0,0,0,0
1067,1888,0,0,4
1068,1376,0,0,0
1069,256,0,0,0
1070,112,0,0,1
1071,288,0,0,1
1072,112,0,0,1
1073,48,0,0,0
1074,0,0,0,0
1075,0,0,0,0
1076,1248,0,0,0
1077,0,0,0,0
1078,272,0,0,0
1079,2240,0,0,0
1080,176,0,0,0
1081,0,0,0,0
1082,96,0,0,0
1083,160,0,150,0
1084,0,0,0,0
1085,11072,0,25,0
1086,0,0,0,0
1087,0,0,0,0
1088,0,0,0,0
1089,64,0,0,0
1090,0,0,0,0
1091,1120,0,0,2
1092,528,0,0,1
1093,0,0,0,0
1094,0,0,0,0
1095,32,0,0,1
1096,176,0,0,0
1097,0,0,0,0
1098,0,0,0,0
1099,80,0,0,0
1100,0,0,0,0
1101,112,0,0,2
1102,80,0,0,0
1103,12064,0,0,1
1104,0,0,0,0
1105,32,0,0,0
1106,16,0,0,0
1107,0,0,0,0
1108,128,0,0,0
1109,0,0,0,0
1110,240,0,0,1
1111,48,0,0,0
1112,336,0,0,1
1113,48,0,0,0
1114,32,0,0,0
1115,32,0,0,0
1116,16,0,0,0
1117,4912,0,0,0
1118,16,0,0,0
1119,64,0,0,0
1120,0,0,0,0
1121,0,0,0,0
1122,192,0,0,0
1123,3792,1,0,6
1124,14144,2,125,11
1125,16,0,0,0
1126,0,0,0,0
1127,320,0,0,1
1128,0,0,0,0
1129,0,0,0,0
1130,52144,3,750,14
1131,96,0,0,4
1132,64,0,0,0
1133,192,0,0,0
1134,304,0,0,0
1135,288,1,25,2
1136,48,0,0,0
1137,112,0,0,1
1138,1456,0,0,0
1139,0,0,0,0
1140,384,0,0,0
1141,32,0,0,0
1142,112,0,0,0
1143,32,0,0,0
1144,0,0,0,0
1145,96,0,0,1
1146,992,0,125,0
1147,912,0,0,0
1148,17440,0,0,0
1149,0,0,0,0
1150,0,0,0,0
1151,208,0,0,0
1152,0,0,0,0
1153,272,0,0,0
1154,416,0,0,0
1155,0,0,0,0
1156,1280,1,0,1
1157,6448,0,25,1
1158,128,0,0,0
1159,96,0,25,0
1160,672,0,0,1
1161,80,0,0,0
1162,0,0,0,0
1163,3648,0,275,4
1164,320,0,0,0
1165,16,0,0,0
1166,240,0,0,0
1167,0,0,0,0
1168,32,1,0,1
1169,80,0,0,0
1170,160,0,0,0
1171,176,0,0,0
1172,16,0,0,0
1173,6720,0,0,0
1174,32,0,0,0
1175,640,0,0,0
1176,64,0,0,0
1177,6496,0,0,0
1178,112,0,0,1
1179,208,0,0,0
1180,208,0,0,0
1181,192,0,25,0
1182,0,0,0,0
1183,224,0,0,0
1184,432,0,0,0
1185,64,0,0,0
1186,176,1,0,0
1187,9504,0,25,1
1188,0,0,0,1
1189,32,0,0,0
1190,6016,1,75,4
1191,1200,1,225,0
1192,32,0,0,0
1193,720,1,0,1
1194,0,0,0,0
1195,144,0,0,0
1196,160,0,0,0
1197,7808,0,0,2
1198,0,0,0,0
1199,512,0,0,0
1200,16,0,0,0
1201,96,0,0,1
1202,0,0,0,0
1203,128,0,0,0
1204,32,0,0,0
1205,720,0,0,0
1206,240,1,0,1
1207,288,0,0,1
1208,96,0,0,1
1209,176,0,0,0
1210,528,0,0,0
1211,4384,0,150,4
1212,448,1,175,5
1213,112,0,0,0
1214,432,0,0,0
1215,112,0,0,0
1216,112,0,0,0
1217,1552,0,0,0
1218,0,0,0,0
1219,0,0,0,0
1220,2944,0,150,0
1221,2896,1,0,0
1222,16,0,0,0
1223,128,0,0,0
1224,64,0,0,0
1225,1328,0,0,1
1226,38176,0,0,1
1227,352,0,0,0
1228,208,0,0,0
1229,640,0,0,0
1230,16,0,0,0
1231,64,0,0,0
1232,320,0,0,0
1233,64,0,0,0
1234,48,0,0,0
1235,880,0,0,0
1236,1296,0,0,0
1237,2880,0,0,1
1238,608,1,25,2
1239,16,0,0,0
1240,16,0,0,0
1241,2048,0,0,3
1242,0,0,0,0
1243,0,0,0,0
1244,272,0,0,0
1245,0,0,0,0
1246,0,0,0,0
1247,0,0,0,0
1248,21792,0,75,1
1249,64,0,0,1
1250,128,0,0,0
1251,48,0,0,0
1252,48,0,0,0
1253,304,0,0,0
1254,0,0,0,0
1255,64,0,0,0
1256,256,0,0,0
1257,0,0,0,0
1258,128,0,0,0
1259,0,0,0,0
1260,352,0,0,0
1261,272,0,0,0
1262,0,0,0,0
1263,80,0,0,0
1264,32,0,0,0
1265,128,0,0,1
1266,0,0,0,0
1267,80,0,0,0
1268,64,0,0,1
1269,48,0,0,0
1270,80,0,0,0
1271,320,0,0,0
1272,112,0,0,0
1273,16528,0,0,1
1274,0,0,0,0
1275,1136,0,25,0
1276,32,0,0,0
1277,1664,0,0,0
1278,128,1,0,0
1279,1776,0,200,0
1280,32,0,0,0
1281,32,0,0,0
1282,64,0,0,0
1283,1376,0,0,0
1284,176,0,0,0
1285,1104,1,25,3
1286,48,0,0,0
1287,2640,0,0,1
1288,112,0,0,0
1289,752,0,25,0
1290,2288,0,25,0
1291,32,0,0,0
1292,2048,0,0,1
1293,192,0,0,1
1294,48,0,0,0
1295,0,0,0,0
1296,256,0,0,0
1297,64,0,0,2
1298,624,0,0,0
1299,32,0,0,0
1300,80,0,0,0
1301,48,0,0,0
1302,16,0,0,0
1303,368,0,0,0
1304,112,0,0,0
1305,208,0,0,0
1306,0,0,0,0
1307,224,0,0,0
1308,128,0,0,0
1309,208,0,0,0
1310,544,0,0,0
1311,208,0,0,4
1312,128,0,0,0
1313,112,0,0,0
1314,0,0,0,0
1315,96,0,0,0
1316,7680,0,0,1
1317,0,0,0,0
1318,128,0,0,0
1319,336,0,0,0
1320,2896,0,0,0
1321,0,0,0,0
1322,96,0,0,2
1323,18672,0,0,1
1324,352,0,0,0
1325,48,0,75,0
1326,80,0,0,0
1327,16,0,0,0
1328,38112,3,0,1
1329,0,0,0,0
1330,192,1,0,0
1331,96,0,0,1
1332,240,1,0,0
1333,16,0,0,0
1334,32,0,0,0
